iter	MultiClass
0	1.915067594
1	1.882077315
2	1.851868717
3	1.83036022
4	1.80745431455	1.78455251866	1.75826813877	1.7379902468	1.72687063
9	19	1.708974510	10	1.694047511111	1.678413712112	1.65876313	13	1.6428914	1.14	1.6306915	1.15	1.6177616	1.16	1.5950917	1717	1.5809318	1818	1.5666219	1.19	1.5591920	2020	1.5492621	2121	1.536702222	22	1.5247423	1.23	1.5153024	1.24	1.5058525	1.25	1.4958026	1.26	1.4860227	1.27	1.4778228	128	1.46810229	129	1.4577830	1.30	1.4462431	131	1.43686532	132	1.43059633	133	1.42228934	134	1.40876135	135	1.401447698
36	1.390223021
37	1.380967069
38	1.373591569
39	1.364522723
40	1.353686905
41	1.343644355
42	1.334086127
43	1.325486345
44	1.317322699
45	1.310143621
46	1.303778194
47	1.299335224
48	1.294838311
49	1.290394289
50	1.282651516
51	1.278718458
52	1.27364408
53	1.265623955
54	1.257191036
55	1.251804171
56	1.246065157
57	1.242556616
58	1.235912742
59	1.229912754
60	1.221991775
61	1.216941708
62	1.20977311
63	1.205323563
64	1.200672072
65	1.195695269
66	1.190587486
67	1.185257428
68	1.179566364
69	1.174964623
70	1.172299029
71	1.165877312
72	1.160447656
73	1.157941535
74	1.153376998
75	1.148765977
76	1.144308382
77	1.141564829
78	1.137058926
79	1.132467152
80	1.125950529
81	1.121770852
82	1.116723262
83	1.112244023
84	1.106943095
85	1.103770671
86	1.098869314
87	1.094767826
88	1.090110038
89	1.085231984
90	1.078406048
91	1.073339045
92	1.070087785
93	1.065379634
94	1.061136153
95	1.05706317
96	1.05364216
97	1.049375781
98	1.04647281
99	1.042498247
100	1.038600165
101	1.035010561
102	1.029981464
103	1.027092493
104	1.022866687
105	1.018305753
106	1.015202377
107	1.012656175
108	1.007425749
109	1.003082178
110	1.000515863
111	0.9956613525
112	0.9908143804
113	0.9880881097
114	0.9850169627
115	0.9827990681
116	0.979551396
117	0.9766587642
118	0.9747237243
119	0.9712985052
120	0.9663679117
121	0.9622409377
122	0.9586592391
123	0.95444933
124	0.9509240456
125	0.9475040458
126	0.9435303278
127	0.9404342949
128	0.9365575311
129	0.9325787059
130	0.9299153714
131	0.926569925
132	0.9244280769
133	0.9201463358
134	0.9168017354
135	0.9134847605
136	0.9109853433
137	0.9085506543
138	0.9056499831
139	0.9021003228
140	0.8993140099
141	0.8950974225
142	0.8915429831
143	0.8871836333
144	0.883094309
145	0.8810577863
146	0.8775365954
147	0.8745415403
148	0.8724372129
149	0.8686536268
150	0.865130692
151	0.86250360152152	0.86077115153153	0.8575035215154	0.8541990591155	0.85199492715156	0.849779338157	0.8819671913
158	0.8798672355
159	0.877393846
160	0.8749690665
161	0.8717711615
162	0.8688691603
163	0.8667464789
164	0.8645821785
165	0.8620457973
166	0.8584697201
167	0.8564687717
168	0.8539663181
169	0.8520139138
170	0.8498039866
171	0.8470548397
172	0.8446609604
173	0.8417519145
174	0.8389809942
175	0.836549776
176	0.834308856
177	0.832075567
178	0.8300079071
179	0.8283081797
180	0.8255047556
181	0.8236581461
182	0.8216173401
183	0.8187545987
184	0.816022416
185	0.8138143877
186	0.8115111227
187	0.8089430306
188	0.807682925
189	0.8060756214
190	0.8037201362
191	0.8015825113
192	0.7997445193
193	0.7981265527
194	0.7972928074
195	0.7958093585
196	0.7934421809
197	0.7918585362
198	0.7894685666
199	0.7863580724
200	0.7832286609
201	0.7822085464
202	0.7800683973
203	0.7783151306
204	0.777123974
205	0.7761050403
206	0.773745744
207	0.7716682103
208	0.7694497671
209	0.7676106222
210	0.7645394298
211	0.7635117519
212	0.762490639
213	0.7599092662
214	0.7584376785
215	0.7563216568
216	0.7547088519
217	0.7526007355
218	0.7499626775
219	0.7472736574
220	0.7462625394
221	0.7431765314
222	0.740814215
223	0.7387564323
224	0.7373303787
225	0.7354924595
226	0.7324370912
227	0.7294546679
228	0.7267950311
229	0.7249247178
230	0.7225977631
231	0.7209273335
232	0.71964704
233	0.7177011045
234	0.7161003882
235	0.713347913
236	0.71129652
237	0.7090735072
238	0.7065562138
239	0.704260042
240	0.7017768862
241	0.6998907504
242	0.6975234041
243	0.696018453
244	0.6939764584
245	0.6924217293
246	0.6912946592
247	0.6896125588
248	0.6881791766
249	0.6867387795
250	0.6851143917
251	0.6834710283
252	0.6820786437
253	0.6807231919
254	0.6789753906
255	0.6761312623
256	0.6751497853
257	0.6732733729
258	0.6722615982
259	0.6705844208
260	0.6677613716
261	0.6661488937
262	0.6645260975
263	0.6631229189
264	0.6615079631
265	0.6602057486
266	0.6588997984
267	0.6569951902
268	0.6557983896
269	0.6546988991
270	0.653180674
271	0.651817585
272	0.6507157579
273	0.6497624799
274	0.6488572978
275	0.6467549672
276	0.6453089931
277	0.6437175315
278	0.6425613791
279	0.6410400934
280	0.6395729254
281	0.6382492375
282	0.6370387976
283	0.6352551098
284	0.6337304772
285	0.6325509132
286	0.6310297955
287	0.630064123
288	0.6291900165
289	0.6281110018
290	0.6265573815
291	0.6258799016
292	0.6245158686
293	0.623019486
294	0.621242975
295	0.6206571772
296	0.6198403543
297	0.6179930715
298	0.6159470727
299	0.6148331769
300	0.6135174213
301	0.611425851
302	0.610529044
303	0.6091785761
304	0.6076325387
305	0.6071331798
306	0.6059060525
307	0.604141033
308	0.6020044906
309	0.6013808459
310	0.6007019443
311	0.5996860532
312	0.5981646742
313	0.5970003387
314	0.5953863641
315	0.5940370554
316	0.5928830993
317	0.5923401406
318	0.5917478877
319	0.5896692874
320	0.5881856461
321	0.5869488918
322	0.5859621613
323	0.58387347
324	0.5825511122
325	0.5813310218
326	0.5792661881
327	0.5787209435
328	0.5774971
329	0.5766457685
330	0.5755019321
331	0.5744217365
332	0.5736606732
333	0.5722891359
334	0.5706911317
335	0.5694238135
336	0.5676415112
337	0.5665935636
338	0.5654160677
339	0.5644695772
340	0.5635127619
341	0.5620384344
342	0.560976651
343	0.5603178058
344	0.5593412559
345	0.5581290232
346	0.5570524664
347	0.5554616899
348	0.553786777
349	0.5523414619
350	0.5516438959
351	0.5507954426
352	0.5502513354
353	0.5487795644
354	0.5478344868
355	0.5468747477
356	0.5456140942
357	0.5442525482
358	0.5427588422
359	0.5421846138
360	0.5411537647
361	0.5399766502
362	0.5390124425
363	0.5383835898
364	0.5375865294
365	0.5368739637
366	0.536348626
367	0.5357995927
368	0.5347937281
369	0.5342309351
370	0.5331928859
371	0.5322656742
372	0.5312975693
373	0.5300019935
374	0.5289963144
375	0.5282951851
376	0.5267396074
377	0.5261775161
378	0.5257617594
379	0.5245104037
380	0.5238696015
381	0.5232245816
382	0.5218309533
383	0.5209773532
384	0.5200736527
385	0.5179035731
386	0.5171347911
387	0.5158585817
388	0.5149206845
389	0.5132323263
390	0.5128429883
391	0.5114107544
392	0.5105146228
393	0.5093200487
394	0.5084784337
395	0.5070080018
396	0.5059438866
397	0.5052216316
398	0.5039292187
399	0.5032556903
400	0.5012265928
401	0.5003311752
402	0.4994947653
403	0.4980618912
404	0.497309525
405	0.4967575243
406	0.4959506844
407	0.4945935173
408	0.4930904955
409	0.4916358826
410	0.4903217825
411	0.4892139915
412	0.4877880906
413	0.4870924736
414	0.4857884055
415	0.4844934593
416	0.4835296183
417	0.4823791128
418	0.4810129578
419	0.4805835312
420	0.4801127137
421	0.4795874929
422	0.4787925816
423	0.4778320292
424	0.4772793271
425	0.4766746931
426	0.4762277463
427	0.4749747445
428	0.4741594543
429	0.4735053981
430	0.4727981728
431	0.4718929303
432	0.4714715931
433	0.4707456655
434	0.46951991
435	0.4683052633
436	0.4673964628
437	0.4658996104
438	0.4650399436
439	0.4641215331
440	0.4633524655
441	0.4621047539
442	0.4610317652
443	0.459865406
444	0.4589065532
445	0.4582338325
446	0.4574642809
447	0.4569299378
448	0.4559727231
449	0.4550925028
450	0.4541396715
451	0.4536065657
452	0.4527230852
453	0.4517966335
454	0.4507053442
455	0.4504384792
456	0.4498919851
457	0.4491005688
458	0.4481941603
459	0.4477691521
460	0.4466342102
461	0.4461966086
462	0.4457689537
463	0.4453005039
464	0.4439495458
465	0.4435076029
466	0.4425758341
467	0.4421655036
468	0.4411741604
469	0.439605636
470	0.4393696025
471	0.4381365158
472	0.4376623879
473	0.4374177578
474	0.4368442922
475	0.4363767329
476	0.4358553155
477	0.4350223407
478	0.4340212292
479	0.4332723594
480	0.4322868994
481	0.4308421494
482	0.4304603365
483	0.4297417978
484	0.4288147514
485	0.4274992877
486	0.4270307561
487	0.4263063026
488	0.4256195161
489	0.4250691733
490	0.4238681868
491	0.4233938563
492	0.4228480091
493	0.4223243456
494	0.4216384388
495	0.4212157106
496	0.4203498323
497	0.4193766991
498	0.4183442542
499	0.4175375722
500	0.4169425142
501	0.4159626223
502	0.4149670867
503	0.4141480098
504	0.4139312912
505	0.4134256985
506	0.4128448538
507	0.4124039184
508	0.4115487744
509	0.4106203963
510	0.4103809348
511	0.4092831922
512	0.4086456331
513	0.4077017437
514	0.4071654037
515	0.4067630075
516	0.4058986151
517	0.4051745733
518	0.4045523884
519	0.4039741745
520	0.4035126972
521	0.4027777132
522	0.402207032
523	0.4014504218
524	0.4011992222
525	0.4003440188
526	0.3995872641
527	0.3983174926
528	0.3979536122
529	0.3975643922
530	0.3963584904
531	0.3958045949
532	0.3952553061
533	0.3945191575
534	0.3940380668
535	0.3934534674
536	0.3930522626
537	0.3924493174
538	0.3916949713
539	0.3907668744
540	0.3902988698
541	0.3895150776
542	0.3889212669
543	0.3886410764
544	0.3880124942
545	0.3870428726
546	0.3864427429
547	0.3859854255
548	0.3851854339
549	0.3845472678
550	0.3840497253
551	0.3833359928
552	0.3826740914
553	0.381455973
554	0.3809282367
555	0.3803614827
556	0.3797503693
557	0.3795399034
558	0.379028434
559	0.3777387235
560	0.3774701711
561	0.3769950083
562	0.3764556259
563	0.3760400306
564	0.3755628028
565	0.375118888
566	0.3746629665
567	0.3739990098
568	0.3737090393
569	0.3726734796
570	0.3718483414
571	0.371181075
572	0.37078123
573	0.3701089745
574	0.3695808647
575	0.3688117004
576	0.3682199441
577	0.3679395272
578	0.3676325604
579	0.3669829888
580	0.3667442345
581	0.3659176023
582	0.3651520947
583	0.3646354625
584	0.3640189053
585	0.363135393
586	0.3626895303
587	0.3622854571
588	0.3613997206
589	0.3608309615
590	0.3602874263
591	0.3599253885
592	0.3597599849
593	0.3589669822
594	0.3584504996
595	0.3578362302
596	0.3572445204
597	0.3567827903
598	0.3559414691
599	0.3551855757
600	0.3546152249
601	0.3541927625
602	0.3532096755
603	0.3526564321
604	0.3519559473
605	0.3515378122
606	0.3511050623
607	0.3502568867
608	0.3495306599
609	0.3489190582
610	0.3482652906
611	0.3479516634
612	0.3473646007
613	0.346957528
614	0.3463758282
615	0.3461024238
616	0.3456632334
617	0.3450152212
618	0.344077776
619	0.3435758273
620	0.3432521596
621	0.3426517597
622	0.3421890739
623	0.3417130356
624	0.3410581959
625	0.3405728266
626	0.3403884325
627	0.3401216001
628	0.3396014313
629	0.3392113184
630	0.3388363364
631	0.3379019316
632	0.3371772913
633	0.3366789442
634	0.3364935508
635	0.3353959806
636	0.3346321648
637	0.3340530829
638	0.3333538972
639	0.3328252372
640	0.3324235593
641	0.3322302909
642	0.3313708599
643	0.3309863175
644	0.3305186381
645	0.3299708387
646	0.3293291189
647	0.328986616
648	0.3284073106
649	0.3279916572
650	0.3277459436
651	0.3274844238
652	0.3270241202
653	0.3265812328
654	0.3257366761
655	0.3252595913
656	0.3248902823
657	0.3243169237
658	0.3235803113
659	0.3232108182
660	0.3226384593
661	0.3222269315
662	0.3218586581
663	0.3214504751
664	0.3209126182
665	0.3207447463
666	0.3203019922
667	0.3197868972
668	0.3192306507
669	0.3186733128
670	0.3182169014
671	0.3174867689
672	0.3169677231
673	0.3167401929
674	0.3160624563
675	0.3158323044
676	0.3153507301
677	0.3146672332
678	0.3136814065
679	0.3132220934
680	0.3125040617
681	0.3118393031
682	0.311477495
683	0.3111461708
684	0.3103685969
685	0.3101745088
686	0.3095967922
687	0.3090828577
688	0.3085413266
689	0.3079928883
690	0.3077061258
691	0.3073125802
692	0.3065066542
693	0.3060747497
694	0.3059555728
695	0.3053442524
696	0.3046377143
697	0.3042330338
698	0.3038728299
699	0.3034462269
700	0.3029417067
701	0.3025086796
702	0.3020708754
703	0.3017914605
704	0.3012630269
705	0.3011058857
706	0.300730445
707	0.3004741324
708	0.3000706045
709	0.2998944235
710	0.2994655566
711	0.2987714229
712	0.2983445851
713	0.2979688416
714	0.2976004233
715	0.2971527639
716	0.2967028499
717	0.2962820882
718	0.2958710659
719	0.2956330492
720	0.2952087526
721	0.2950031254
722	0.2944045742
723	0.2938421289
724	0.2931538496
725	0.2928783882
726	0.2925607591
727	0.2916920288
728	0.2911090868
729	0.2904704273
730	0.2899697741
731	0.2897446217
732	0.289328714
733	0.2888090236
734	0.2883870934
735	0.2882148294
736	0.2878548861
737	0.2870646884
738	0.286788641
739	0.2863631247
740	0.2855668072
741	0.2850076239
742	0.2845746906
743	0.2839828764
744	0.2837834392
745	0.2833332849
746	0.2829195065
747	0.281993085
748	0.2816829641
749	0.2815212253
750	0.2810112225
751	0.2807637237
752	0.2804470055
753	0.2798910795
754	0.279415169
755	0.2790239628
756	0.27868112
757	0.2783805562
758	0.2780733386
759	0.2777859571
760	0.2770449442
761	0.2765161685
762	0.2758198858
763	0.2755341703
764	0.2752009806
765	0.2750224188
766	0.2748402848
767	0.274687128
768	0.2740337026
769	0.2735640807
770	0.2729970413
771	0.2726070958
772	0.2722555973
773	0.2716918511
774	0.2713410335
775	0.2707568793
776	0.2703301094
777	0.269771995
778	0.2694437104
779	0.2691318453
780	0.268761526
781	0.2681693685
782	0.268010055
783	0.2678160845
784	0.267451552
785	0.2668859295
786	0.266389533
787	0.2658687003
788	0.2656337165
789	0.2653974098
790	0.2647289246
791	0.2643867183
792	0.2638139202
793	0.2632658784
794	0.2629503519
795	0.2626726104
796	0.2623317279
797	0.2620667402
798	0.2616068552
799	0.2613510685
800	0.2610019148
801	0.2607247033
802	0.2600343173
803	0.2599707359
804	0.2593534038
805	0.2591156778
806	0.2584840479
807	0.2582715831
808	0.2580451674
809	0.2576518788
810	0.2573000927
811	0.2571733684
812	0.2567311923
813	0.2563206814
814	0.2561517553
815	0.2557608262
816	0.2554190391
817	0.255241717
818	0.254667674
819	0.2542780142
820	0.254105493
821	0.253715636
822	0.2533384256
823	0.2528090315
824	0.2525089897
825	0.2519819394
826	0.2516826272
827	0.2514605524
828	0.2512303817
829	0.250913703
830	0.2506555787
831	0.2501688644
832	0.2495916919
833	0.2489816004
834	0.2486292177
835	0.2483986493
836	0.2480377613
837	0.2477129408
838	0.2474679883
839	0.2470610021
840	0.2465463441
841	0.2458723738
842	0.2456126201
843	0.2450734688
844	0.2445393692
845	0.2441164958
846	0.2437221776
847	0.2433417121
848	0.2429208899
849	0.2426903222
850	0.2423260435
851	0.2420633377
852	0.2415839453
853	0.2412783024
854	0.2405676879
855	0.2404338133
856	0.2401356706
857	0.2397296824
858	0.2391726222
859	0.2389910397
860	0.2387475841
861	0.2383885393
862	0.2379814166
863	0.2377242559
864	0.2375322198
865	0.2371525501
866	0.2369267106
867	0.2366751814
868	0.2364015253
869	0.2362088819
870	0.2357916502
871	0.2352914096
872	0.2351315813
873	0.2346541703
874	0.2343417505
875	0.2340723767
876	0.2337326489
877	0.2333061503
878	0.2326730862
879	0.2323641846
880	0.2320532781
881	0.2318638443
882	0.2316959512
883	0.2310616756
884	0.2307394092
885	0.2304828036
886	0.2303398031
887	0.2296942143
888	0.2291046258
889	0.2286390562
890	0.2284053621
891	0.2281648424
892	0.2280617093
893	0.2278413971
894	0.2274809009
895	0.2272576382
896	0.2269902895
897	0.2267577292
898	0.2263017609
899	0.2261970028
900	0.2260018949
901	0.2258932435
902	0.225746435
903	0.2254203462
904	0.2252645198
905	0.2248904386
906	0.2246243161
907	0.2240368844
908	0.2235870926
909	0.2234173928
910	0.2230276366
911	0.2224773404
912	0.2221524367
913	0.2216777214
914	0.2212408235
915	0.2208327489
916	0.2204527033
917	0.2202626185
918	0.219882952
919	0.2193949796
920	0.2190589443
921	0.2184940771
922	0.218018559
923	0.2177328077
924	0.2176386288
925	0.2171897673
926	0.2170332144
927	0.2166813598
928	0.2163534631
929	0.2159402182
930	0.215800589
931	0.2156426435
932	0.2153649208
933	0.2149429753
934	0.2145447228
935	0.214265705
936	0.2140586994
937	0.213800019
938	0.2133703045
939	0.2131970518
940	0.2129140494
941	0.2125989494
942	0.2124977833
943	0.2123035269
944	0.2120525416
945	0.2117454403
946	0.2115802098
947	0.2114266305
948	0.2112556463
949	0.2110343914
950	0.210887348
951	0.2106564577
952	0.2103302063
953	0.2099998048
954	0.2097922022
955	0.2096087399
956	0.2092665619
957	0.2090775559
958	0.2089127678
959	0.2086346907
960	0.208252149
961	0.2080006314
962	0.2077662089
963	0.2074735008
964	0.2070447053
965	0.2066379732
966	0.2065396708
967	0.2062330585
968	0.2060314725
969	0.2058285658
970	0.2054255617
971	0.2053357606
972	0.2048232084
973	0.2046078556
974	0.20441335
975	0.204291415
976	0.2040115132
977	0.2036479375
978	0.2033519167
979	0.2031821448
980	0.2030151593
981	0.2027936393
982	0.2024199392
983	0.2021188195
984	0.2019321642
985	0.2015422876
986	0.2012856629
987	0.2010357277
988	0.2007448553
989	0.2003111511
990	0.2000674256
991	0.1998914518
992	0.1995051272
993	0.1993837669
994	0.1991740556
995	0.1988922318
996	0.1987553796
997	0.1985611212
998	0.1983729082
999	0.1980695048
